Numer RSPO;REGON;NIP;Typ;Nazwa;Kod terytorialny województwo;Kod terytorialny powiat;Kod terytorialny gmina;Kod terytorialny miejscowość;Kod terytorialny ulica;Województwo;Powiat;Gmina;Miejscowość;Rodzaj miejscowości;Ulica;Numer budynku;Numer lokalu;Kod pocztowy;Poczta;Telefon;Faks;E-mail;Strona www;Publiczność status;Kategoria uczniów;Specyfika placówki;Imię i nazwisko dyrektora;Data założenia;Data rozpoczęcia działalności;Data likwidacji;Typ organu prowadzącego;Nazwa organu prowadzącego;REGON organu prowadzącego;NIP organu prowadzącego;Województwo organu prowadzącego;Powiat organu prowadzącego;Gmina organu prowadzącego;Miejsce w strukturze;RSPO podmiotu nadrzędnego;Typ podmiotu nadrzędnego;Nazwa podmiotu nadrzędnego;Liczba uczniów;Tereny sportowe;Języki nauczane;Czy zatrudnia logopedę;Czy zatrudnia psychologa;Czy zatrudnia pedagoga;Oddziały podstawowe wg specyfiki;Oddziały dodatkowe;Zawód;Zawód artystyczny;Zawód w KPSS;Dziedzina BCU
"30165";"=""272111651""";"=""""";"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 4";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22024""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Szopienicka";"=""66""";"=""""";"=""40-395""";"Katowice";"=""0322557225""";"=""""";"sekretariat@zsz3.pl";"www.zsz3.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11428";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH NR 3 IM. ADAMA KOCURA";"53";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"Górnik eksploatacji podziemnej, Elektryk";"";"";""
"13035";"=""272110025""";"=""""";"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 5";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""05583""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Gliwicka";"=""228""";"=""""";"=""40-081""";"Katowice";"=""322540626""";"=""""";"sekretariat@zs7.katowice.pl";"zs7.katowice.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"10852";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 7 IM. STANISŁAWA MASTALERZA";"88";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Ślusarz, Mechanik pojazdów samochodowych, Elektromechanik, Mechanik motocyklowy, Kierowca mechanik";"";"";""
"27455";"=""272111711""";"=""""";"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 7";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00963""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. bp. Herberta Bednorza";"=""15""";"=""""";"=""40-384""";"Katowice";"=""0322569469""";"=""322569469""";"sekretariat@zsps.szkola.pl";"www.zsps.org.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11799";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ PRZEMYSŁU SPOŻYWCZEGO IM.JÓZEFA RYMERA I WOJEWODY ŚLĄSKIEGO";"46";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Cukiernik, Piekarz, Przetwórca mięsa";"";"";""
"29509";"=""272110210""";"=""""";"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 8";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""01747""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Bolesława Krzywoustego";"=""13""";"=""""";"=""40-870""";"Katowice";"=""0322543048""";"=""""";"sekretariat@mielczarski.katowice.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11838";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH IM.R.MIELCZARSKIEGO";"60";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Sprzedawca, Magazynier-logistyk";"";"";""
"58803";"=""272109447""";"=""""";"Branżowa szkoła I stopnia";"BRANŻOWA SZKOŁA I STOPNIA NR 9";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21071""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Stanisława Staszica";"=""2""";"=""""";"=""40-230""";"Katowice";"=""0322552084""";"=""""";"sekretariat@zs1.katowice.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";" ";"2002.05.27";"2002.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11893";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 1 IM.GEN.JERZEGO ZIĘTKA";"109";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Fryzjer, Blacharz samochodowy, Mechanik-monter maszyn i urządzeń, Mechanik pojazdów samochodowych, Elektromechanik pojazdów samochodowych, Lakiernik samochodowy";"";"";""
"481164";"=""526567099""";"=""6343013689""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA ENTER W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""38239""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Henryka Mikołaja Góreckiego";"=""11""";"=""""";"=""40-206""";"Katowice";"=""690493489""";"=""""";"ck-enter@o2.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2023.09.28";"2025.09.01";"";"Spółki Handlowe";"CENTRUM KSZTAŁCENIA ENTER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W LIKWIDACJI";"=""522910590""";"=""6343013689""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"Technik elektryk, Technik mechanik";"";"";""
"274874";"=""386361871""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 1 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22728""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Techników";"=""11""";"=""""";"=""40-326""";"Katowice";"=""322566372""";"=""""";"sekretariat@kcez.pl";"kcez.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"478411";"Zespół szkół i placówek oświatowych";"KATOWICKIE CENTRUM EDUKACJI ZAWODOWEJ IM. POWSTAŃCÓW ŚLĄSKICH-CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KATOWICACH";"0";"";"";"Nie";"Nie";"Tak";"";"";"Technik budownictwa, Technik robót wykończeniowych w budownictwie";"";"";""
"274875";"=""386361888""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 2 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""18976""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Roździeńska";"=""25""";"=""""";"=""40-382""";"Katowice";"=""322569823""";"=""""";"sekretariat@zsgkatowice.edu.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"10855";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ GASTRONOMICZNYCH IM.GUSTWA MORCINKA";"36";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik logistyk, Technik żywienia i usług gastronomicznych";"";"";""
"274877";"=""386362043""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 3 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06485""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. gen. Józefa Hallera";"=""60""";"=""""";"=""40-358""";"Katowice";"=""322569934""";"=""""";"sekretariat@zshkatowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11881";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ HANDLOWYCH IM. BOLESŁAWA PRUSA";"11";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik handlowiec, Technik księgarstwa";"";"";""
"274880";"=""386362072""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 4 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48240""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. bpa Herberta Bednorza";"=""15""";"=""""";"=""40-384""";"Katowice";"=""322569469""";"=""322569469""";"sekretariat@zsps.szkola.pl";"www.zsps.org.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11799";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ PRZEMYSŁU SPOŻYWCZEGO IM.JÓZEFA RYMERA I WOJEWODY ŚLĄSKIEGO";"7";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"Technik technologii żywności";"";"";""
"274881";"=""386362095""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 5 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""05583""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Gliwicka";"=""228""";"=""""";"=""40-861""";"Katowice";"=""322540626""";"=""""";"sekretariat@zs7.katowice.pl";"zs7.katowice.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"10852";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 7 IM. STANISŁAWA MASTALERZA";"26";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik pojazdów samochodowych, Technik transportu drogowego";"";"";""
"274883";"=""386362126""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 6 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""05705""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Walerego Goetla";"=""2""";"=""""";"=""40-749""";"Katowice";"=""322556131""";"=""322556131""";"zsz2murcki@poczta.onet.pl";"zs2.katowice.pl";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"480416";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 2 IM. JAROSŁAWA IWASZKIEWICZA - CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO W KATOWICACH";"12";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny, wielozawodowy";"";"Technik elektryk, Technik górnictwa podziemnego, Technik ogrodnik, Technik automatyk";"";"";""
"274885";"=""386362238""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 7 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22024""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Szopienicka";"=""66""";"=""""";"=""40-395""";"Katowice";"=""322557225""";"=""""";"sekretariat@zsz3.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11428";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ ZAWODOWYCH NR 3 IM. ADAMA KOCURA";"19";"";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"Technik elektryk";"";"";""
"274887";"=""386363321""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 8 Z ODDZIAŁAMI SPECJALNYMI W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""21071""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Stanisława Staszica";"=""2""";"=""""";"=""40-230""";"Katowice";"=""322552084""";"=""""";"sekretariat@zs1.katowice.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"11893";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ NR 1 IM.GEN.JERZEGO ZIĘTKA";"27";"";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, specjalny, wielozawodowy";"";"Technik ogrodnik, Technik usług fryzjerskich, Technik pojazdów samochodowych";"";"";""
"274886";"=""386362221""";"=""""";"Branżowa szkoła II stopnia";"BRANŻOWA SZKOŁA II STOPNIA NR 9 W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""00432""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Armii Krajowej";"=""84""";"=""""";"=""40-671""";"Katowice";"=""322028463""";"=""""";"dyrekcja@zspm.pl";"";"publiczna";"Bez kategorii";"brak specyfiki";" ";"2020.04.23";"2020.09.01";"";"Miasto na prawach powiatu";"MIASTO KATOWICE";"=""276255387""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"szkoła/placówka wchodząca w skład jednostki złożonej";"12562";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ POLIGRAFICZNO-MECHANICZNYCH IM.ARMII KRAJOWEJ";"0";"";"";"Nie";"Tak";"Tak";"";"";"Technik procesów drukowania, Technik procesów introligatorskich";"";"";""
"481488";"=""527378213""";"=""6340135558""";"Branżowe Centrum Umiejętności";"BRANŻOWE CENTRUM UMIEJĘTNOŚCI ZAKŁADU DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09848""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zygmunta Krasińskiego";"=""2""";"=""""";"=""40-952""";"Katowice";"=""326037711""";"=""""";"bcu@zdz.katowice.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"ANNA PRZYBYŁ";"2023.12.15";"2024.01.01";"";"Stowarzyszenia";"ZAKŁAD DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""000512533""";"=""6340135558""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";"Eksploatacja portów i terminali lotniczych"
"53938";"=""243075923""";"=""6462597171""";"Placówka Kształcenia Ustawicznego - bez szkół";"BROADWAY BEAUTY ŻANETA GORTAT-STANISŁAWSKA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""22289""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. ks. Ściegiennego";"=""2""";"=""""";"=""40-113""";"Katowice";"=""572722285""";"=""""";"a.broda@broadwaybeauty.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"ANNA SETLA";"2012.09.19";"2012.10.10";"";"Osoba fizyczna";"Gortat-Stanisławska Żaneta";"=""""";"=""""";"MAZOWIECKIE";"Warszawa";"Wilanów";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"17086";"=""243048754""";"=""7251832701""";"Placówka doskonalenia nauczycieli";"CENTRUM DOSKONALENIA NAUCZYCIELI PROFESJA";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20291""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Juliusza Słowackiego";"=""16""";"=""""";"=""40-094""";"Katowice";"=""327815502""";"=""322587012""";"katowice@profesja.edu.pl";"www.profesja.edu.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2004.06.01";"2004.06.01";"";"Spółki Handlowe";"DANE DO UZUPEŁNIENIA";"=""000000000""";"=""""";"MAZOWIECKIE";"Warszawa";"Śródmieście";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"111339";"=""243204303""";"=""""";"Placówka doskonalenia nauczycieli";"CENTRUM DOSKONALENIA NAUCZYCIELI-BUSINESS CENTER 1";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20952""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Staromiejska";"=""2""";"=""7""";"=""40-013""";"Katowice";"=""327815070""";"=""""";"bc1@bc1.pl";"www.bc1.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"ANNA KĘPKA";"2012.09.24";"2012.09.24";"";"Spółki Handlowe";"DANE DO UZUPEŁNIENIA";"=""000000000""";"=""""";"MAZOWIECKIE";"Warszawa";"Śródmieście";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"16462";"=""243045158""";"=""6340135558""";"Placówka doskonalenia nauczycieli";"CENTRUM DOSKONALENIA UMIEJĘTNOŚCI NAUCZYCIELSKICH ZAKŁADU DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""09848""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Zygmunta Krasińskiego";"=""2""";"=""""";"=""40-952""";"Katowice";"=""326037726""";"=""326037761""";"cdun@zdz.katowice.pl";"www.cdun.katowice.zdz.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"ANNA FUŁAT";"2001.01.02";"2001.01.02";"";"Stowarzyszenia";"ZAKŁAD DOSKONALENIA ZAWODOWEGO W KATOWICACH";"=""000512533""";"=""6340135558""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"21885";"=""243055659""";"=""6341047402""";"Placówka Kształcenia Ustawicznego - bez szkół";"CENTRUM EDUKACJI PRO-INWEST";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""13168""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Modelarska";"=""10""";"=""""";"=""40-142""";"Katowice";"=""322090532""";"=""""";"m.dobrowolska@pro-inwest.org";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2005.10.25";"2005.10.25";"";"Osoba fizyczna";"DOBROWOLSKA MAŁGORZATA";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"277296";"=""388542252""";"=""6272340262""";"Niepubliczna placówka oświatowo-wychowawcza w systemie oświaty";"CENTRUM EDUKACYJNE KATOWICE PÓŁNOC";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""23345""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Ułańska";"=""16""";"=""""";"=""40-887""";"Katowice";"=""575402620""";"=""""";"katowice.polnoc@mathriders.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"MAGDALENA KAŁWA";"2021.03.30";"2021.04.01";"";"Osoba fizyczna";"Kałwa Magdalena";"=""""";"=""""";"ŚLĄSKIE";"Chorzów";"Chorzów";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"481641";"=""527713841""";"=""9542146377""";"Niepubliczna placówka oświatowo-wychowawcza w systemie oświaty";"CENTRUM EDUKACYJNE MATHRIDERS";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""06530""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Harcerzy Września 1939";"=""5""";"=""""";"=""40-659""";"Katowice";"=""512317600""";"=""""";"katowice.poludnie@mathriders.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";"RAFAŁ HECHMANN";"2024.02.08";"2024.02.08";"";"Osoba fizyczna";"Hechmann Rafał";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"17018";"=""243046732""";"=""6342622989""";"Placówka doskonalenia nauczycieli";"CENTRUM KSZTAŁCENIA NAUCZYCIELI LIBRUS";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""38509""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"al. Aleja Wojciecha Korfantego";"=""193""";"=""""";"=""40-153""";"Katowice";"=""322581288""";"=""322581286""";"ckn@librus.pl";"www.ckn.librus.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"MAŁGORZATA GRZYWACZ";"2002.10.30";"2002.10.30";"";"Spółki Handlowe";"LIBRUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""240547379""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"126244";"=""360184060""";"=""9542750417""";"Placówka Kształcenia Ustawicznego - bez szkół";"CENTRUM KSZTAŁCENIA USTAWICZNEGO EFFEKT W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""20952""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Staromiejska";"=""6""";"=""3""";"=""40-013""";"Katowice";"=""322034175""";"=""322034175""";"zarzad@effekt.edu.pl";"www.effekt.edu.pl";"niepubliczna";"Bez kategorii";"brak specyfiki";"EWA PRACKA";"2014.11.03";"2014.11.03";"";"Spółki Handlowe";"EFFEKT SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ";"=""243669918""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"Kursy kwalifikacyjne";"";"";"";""
"109931";"=""243186960""";"=""6412179945""";"Placówka Kształcenia Ustawicznego - bez szkół";"CENTRUM KSZTAŁCENIA USTAWICZNEGO OTTIMA PLUS SP. Z O.O.";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""48242""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. J. Gallusa";"=""12""";"=""""";"=""40-594""";"Katowice";"=""322611288""";"=""""";"biuro@ottima-plus.com.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2013.02.19";"2013.04.01";"";"Spółki Handlowe";"OTTIMA PLUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"=""276637404""";"=""6412179945""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"114976";"=""243285069""";"=""6341980617""";"Placówka Kształcenia Ustawicznego - bez szkół";"CENTRUM KSZTAŁCENIA USTAWICZNEGO SUKCES W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""12740""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Adama Mickiewicza";"=""22""";"=""""";"=""40-092""";"Katowice";"=""660725100""";"=""""";"szkola@sukcesedukacja.pl";"";"niepubliczna";"Bez kategorii";"brak specyfiki";" ";"2013.06.10";"2013.09.01";"";"Osoba fizyczna";"Wywiał Małgorzata";"=""""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"samodzielna";"";"";"";"0";"";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
"115520";"=""243311737""";"=""9542744486""";"Placówka Kształcenia Ustawicznego ze szkołami";"CENTRUM KSZTAŁCENIA ZAWODOWEGO I USTAWICZNEGO WOJEWÓDZTWA ŚLĄSKIEGO W KATOWICACH";"=""24""";"=""2469""";"=""2469011""";"=""0937474""";"=""24147""";"ŚLĄSKIE";"Katowice";"Katowice";"Katowice";"miasto";"ul. Wiertnicza";"=""3""";"=""""";"=""40-304""";"Katowice";"=""322566100""";"=""322566261""";"info@medyk.katowice.pl";"www.medyk.katowice.pl";"publiczna";"Bez kategorii";"brak specyfiki";"MARCIN GRZEGORZYCA";"2013.04.22";"2013.09.02";"";"Samorząd województwa";"WOJEWÓDZTWO ŚLĄSKIE";"=""276254650""";"=""""";"ŚLĄSKIE";"Katowice";"Katowice";"jednostka złożona";"";"";"";"0";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, korty tenisowe, bieżnie proste, skocznie, rzutnie, inne urządzenia sportowe";"";"Nie";"Nie";"Nie";"";"";"";"";"";""
